cus_id,cus_name
"AEOM4KLP4SKKVSOCAMP7ORLGPGUA,AE4VKQV43AJEZDWE4WVJWFDY6RVA,AGAUULKME2K6WYOHPLL5XT5XLQGA,AFP5TMKVX6PTNYNMLHFCVDXCTN4A,AGNYTWD4ORSSUWNGICU3TRNRMRIA,AGQCT5HPQJXUN2FVZNCBSEQIYDPQ,AHWMHRT7TOMXLYI3XYM4K4OY3NEQ,AEXIFRBO4546MRMJHYKE2AH26VCQ","Jacob.,Dinesh Ahuja,Ashith,Pravin Chavhan,Anil kumar sharma (Lucky),Customer,Debashis Sengupta,Sridhar"
"AGH3POHLPXABF3I4ASSGTRXAUPPA,AEHVZHMJQYG456XUPYSWK7PWAJAA,AFBPPGDHU5S2IR5WEPYWGR4ABK4Q,AGEYWCB2JWQR7C3RF2SEK26PTK2A,AGWXGUALH6VESAYTZGWBZBUDTWFA,AHCG74BCEDINDMRYYF2QPYY3OHJQ,AHHGEASO3BOC2ET23MDU64DKQ5OQ,AF7TKY6E2EO7NSSPHFYFGE4FJDOA","nisar,Pralipta Kumar Sahoo,Vimal kumar g s,Amazon Customer,Amazon Customer,Amith Kumar M,Ekant Sharma,K R S"
"AFDCSF36NJYXASQOJCQWFQTN7SDQ,AGHRDOQP7F74DK6KEXSY2NLLKZVQ,AF7HUEJWED3ZUCLTT2MNQDL5BQOA,AH62QNZEYJYC6LNXAJ4BXL6JZZEQ,AFMQH2YLIY5ST5VNIUADLQYIUNAA,AF5TLUDL3JKYZS74QEAMDMPXC3ZQ,AF57UETI4YHWNPSAOF2OVMNVV2JQ,AHNI4LKKPLQLDFCWJZ24SX4BGT7Q","Arun S.,Jeevan Prasad,mitesh,Tasmai Agrawal,Parvathi,Mohammadnaeem Surajwala,Suriya,Amazon Customer"
"AED54H4JXQGZT6GANH6PJN4SNU7Q,AF652OHBGHAEER2HLOH45T6E65CQ,AFJLA3VGFKFSX3VC6UC4ZAYVR4DQ,AFGQN6RWDATMEVHEO5POPH6VYFRQ,AENYOOBQJZGYT4GNQRR3YEKI7KAQ,AHKZN2KHHR7CQWCGJDX26C5TBHXQ,AHMJ5EEDULQII3FGSNR7PSHQABVA,AEA4764BEJKLL5UEYQ75K6TRRD3A","Periyasamy,Madhusudhanan,S Salman palka,Sumit,Syed Amir,Arun Nihalani,Gaurav tyagi,LK"
"AHDIDVECFGA6OQRNUBPUO6366UGQ,AFSII6HTAHTHGXERUNDOISNWZUNQ,AF64ON4HPPVD43H6PK3CHPTTYSSQ,AELNBR4H6235Y7NVYNCGNABDIDFQ,AF35OXRSRJ335IGMNW5FYCJDLHOA,AE3CFONNMANNC5QPYIAXV67EUYUQ,AHCWRQHRUAVMTMUH5NYNB3P4NWEA,AGKZVBLHK472MSGAAUABFRZL7SYQ","Binu,Sabjan,Ramkapil,User,Amazon Customer,ganesh,basavaraj huggi,Mangesh Borkar"
"AF42EMTPEJAL4LNEPPX77TN77UHA,AHBMZRY43T2GTYDVNFMUVASIBTPA,AECCRE6ZTCPFGPVWDNY3IYYHCMOQ,AHOURK4XKLPPC4VHEDJ25NP64NPQ,AFC5K7RQQYKFB5PV47KAX2CHVIIQ,AHEVOBT5PFXMIS5A7GAXRG52XARQ,AHNOMOD65QU6QKFP3AMH5QPGQO6A,AGN2VH6RTYG5CM3YVH34VGYJFO4A","pruthvi natraj,Phani,Amazon Customer,TechDevoteeIndia,Devanand S B,Anuradha Banerjee,xxxxxxxxxxxxxxxxxxxxxx,chintan"
"AEITVIFC7WZAEQDIVWPB4KUGKLRQ,AHQVFZCGAMMHEBBOY4SXBSRF3ZDQ,AECB6RAIS3NCSRCNMUWNZAQARNMA,AE43KS43Y6L62UBGG6K64AD5OISA,AGCBWB4YSTCDFAERTYIJ52KVW6EQ,AGPWASWUND4PQYWAP6ICZEPQCWZA,AFHT4L657CBTBKZ2UZEYQBAROXNA,AFQEZSS2I5IGAKZY3Y3CGDZLCJIA","harpreet,Y Kiran Korneli Reddy,Kadir,SP,Mr Sab.,Rupesh Singh,Abdul Maktedar,Anshita"
"AG6WSLLXZY52HSQUY5PRCXTCYQYQ,AHGJ2DNFP3OJWO73XW2R7TDXI7WA,AGIC6PASSVB4T3KTZHK6ADD23GCA,AH4TEK5IQCC2BSF2KSQNKQEXAPLA,AFJIYRZTBOJBOWYQ5RNA36DBBXOA,AGCRWRS4RJYVGVKINV3VAR4CGDWA,AEGPWBXEAWPF6XRT7EZJOYJQA6DQ,AF5BU6DZ446HN4DTCO7W7AWXBJBA","prateeq,Suraj Chand,viswanath Raju,Ramamoorthy,Nitesh singh,Adnan,Kailash,Chandani Dinodia"
"AF6SKHWKK53BMAI6UVJA5FJMLK3A,AHIWSTMUSIYZAZQAMOLMPJHR7NMA,AHYDC5KBSNP2LD5ZV5SXO3CQSCDQ,AGACLGW4IBQOHLA6UJBIUNGVBRMQ,AGFX4BFHOC6FXDFPD2O24RCD32NQ,AGMXX5UGO3VXFAN2HOVYOWQYTRYA,AGNGZAPY5HMB7OOQAXQ3MH5OLVSA,AHR4VQLVSWORK3A35U3QA6IOEEBA","Thenmozhi,manish,Brajesh Jha,sushil kumar,Prasanth,Vishal Mehra,LmcX,Prashant Parkhe"
"AFXQSBDW6232K22UMJWF5PMYX5RQ,AG4IENR3HNMEINBTJS3PET6VQY3Q,AEYIYXI67FZ3H57OBTA2BGZBGTHQ,AFUSP4NL7DIIS7CADTLDHGFLNOMQ,AEJG6XAZFMVQ7NRKCXG3ZCC3DIVA,AFIS3N547NISE4TGX3YU6F4X2AGQ,AGIJM2HE6GKI3I75OJ7PODHPP67Q,AGNXWXFWLOYZAYJ5PRIM2NB57E4A","ARUN KUMAR A V,Ankesh kumar pandit,Pradeep,limugha sumi,Amar,syed akrampasha,Ganesh, Tamilnadu,T Karthikeyan"
"AGZU6C2XL3X2B4NEWLQJDSJ75QGA,AHY62YAUHMMGFKSBGCECVGKXY2UQ,AEMGDIDXCHHDMTAJHRNXBUWISFQQ,AHQNYNRXESALGWMUFS6ITFGOVGMQ,AH7GOHZT6M5G6ELWPDTVZVKRZ7ZA,AEHIRIOGHJKVTFYHFZVQ322CMZMA,AFUU5Q42TD7WLXRGKOBMRGUZWRFQ,AFUV6WMMWSY6UM3P6ATQ6SME3H7A","Prashant Pradhan,Raghavendra Shetty,Shiva prasad,James.faihriem,MANI TEJA,Christopher R,PG,Gangadhar Kotapatti"
"AHVZCQP5SYIVGZJK4LRP55ZXWETA,AF6YDBL3KYIK3LBKKDIHUMOLKN4Q,AHKL2U5BIK4ZODWORRJ5RWNLL2TQ,AFKZHMXRXMRTVZLMHATTD53AVKRA,AGFTWXF3QWIHMPN7SMTSHB6HNJ7Q,AE4G376L73UNPWICYOSYO2KNXYJA,AHGFA5MNVOFDMIL3322YZ6IOA5VA,AGUR3CFYVZUMDJQIESKOIQOGV7AA","Hremant,Anjaneyulu,Madhav,NOTTADRIS,Deepak,P,M.SASIKUMAR,S.Suresh"
"AEOIHOJD3O5MYSVWZOBDUJGYWZGQ,AF6LAYTAGSTBKL2QUF3WFB6OMCPQ,AHKXH7KSF7CPJCJMHB6B35VPTETA,AFELQLNWTS4QJNCCA4ZDTWHVORJQ,AGGE54AKRMX2XMQWQQTSUOPL7CHA,AG7ZAJNX4XZ5LTA4NLWBHTCX2V5A,AGYSVNZMQT5LOVKHSCYDE7OAPKVA,AHAI6EM7F7W3GV3SUIDSKWTBJOSA","Ravi Shankar,Prakash Luhariya,bhavesh sabalpara,Anup Roy,Hasibul seikh,Manoj Kumar,Amazon Customer,DEEPAK  MAZUMDAR"
"AGE6O2NLNA3NUGORPU4SDK2S23QQ,AEXZDEFVFQ3LW6DKHRGXLPWF63DQ,AHU4FNYTFWSGG5TMN53LED2U7X2Q,AEH463ZLT7U67XS3DWK2Y27GLVWQ,AGOXDFXDUHGRNK5JD2YNYIZ72AEQ,AEDLXBJM6UISEM4SXR6YUIY4KNCQ,AGHUNVKMP4YTSSYUDMEX3JJJ5I3Q,AH5IBUYCUMQE3ZLKBJ3PLWNMXDIQ","Satyanarayana,mohd irfan,Pankaj,Shirish Shivarkar,Thomas,datta DG,NB SHOP,Vijay"
"AEGZSNGSJJAEMJ3RRNVZTKUILOHA,AGX46OTZ7C4VDXH4UA7ZAZIZUMYQ,AEDLLY6JXNCVYIW227SBCPVYHNUA,AGTJ44UNO6K5X567YLQPYGN3TV4Q,AFYCBABBI2GCQRSCKIRHPLQNO72A,AG55XGEMTFKS7BXQTNFKHFTMMW5A,AGQYGAK76B74HUWOOUOFTXH2LAZA,AHFHIY2KE5PQIJ6H7PKV6N7OLIZA","Vijayan C V,Sanjay P.,keshav,Dharemesh K.,Amazon Customer,Rajesh,Sagar Yadav,Vaibhav"
"AFJVYK4FXVGRSTSLGVUE5JGB2NVA,AEVJIJSEUXPBRKOQ2PB4JNBUTFRA,AGRLDCPA7VJZZTV4GUIODVQ3DTHA,AEUDATTJUCKFQ5ETVLUU57ZZ3XXQ,AEGR6ZYWXPEZWM7JUEBWQHAOPS2A,AEETOHX32FYDRI6SIAW7L76Q2NHQ,AELSOXQRZBOFSSY4HJUR4Y7ASQBA,AFJ6ALITTDOSUNPSFLRGDVIAEWBQ","livin sebi,Anand k.,Rahul Pandita,Fazil Mohamed,Steve,Shivasunhith,Varun Kumar,Advaid Haridas"
"AHH2TIJJ2IGD5H3DJO3FROUHRRSQ,AF37X7ZH7JPA6H5Q64NV6QFIBCYA,AFKT7LV4XE6XJ2VTHCBHPQECW2RQ,AE7GGDNBOHD2JQ2X5JPD666SAQOQ,AENNAVVG4GBJKDQKJXQUEKQKTXGQ,AFPSO7EYQBYVEJGD4TAT7YFCM6UQ,AFV5W5BR6PKGHPIG3J6TNFK7BSXQ,AHILALAA7Q6SQRTFJVLT75P37FXQ","Gopal krishna rout,Customer,Amazon Customer,AMAN KUMAR,Amazon Customer,Ghanshyam Hemade,Satyam Pandey,Amazon Customer"
"AGU76WKSU62DUNTPCMTC4FCUNRTQ,AEOVR6JEQTAC77BXE5AJMWJGG5PA,AFIFHW5QMFMTWXNZ2JORBMINL3CQ,AG36G3XPHERLKRDG7XYQ2IWJWPIQ,AFEOAY5PB4XEYIOL6DY5WJBOYSKQ,AF2EHSXFZWWS2YEN22DV2ZCJDZZA,AGUFRJ5TPSUUBZBNRWHDRJV4VMQA,AGYEIMSVEDOLA2OV3DIOGX2IMCBA","Actual user,Shanti lal Gurjar,Gowthami,Amrut K.,chetan tandel,Mwnzil brahma,Amazon Customer,Karthik"
"AFRONQAZPYZARLWLDQM2VXS7ZTIQ,AGA5INGXTDEODK7X55L4WXF6DJNQ,AHTI2CPD7SANQV7GK4FHIKCWJ7VA,AFUYGZVKVTGAEIOV2UCYF5JPXSCA,AHFVYKQ2L4PSG4EKGA4GLQKQT2NA,AENTXYVP4NNTWTHTYFRTOOY2MEAA,AGJS36PNW27URDEUJGCT2OLR3Z6A,AFG6LFTPXXKNHXVGXPDM6P3CCAHA","Nilesh K Salvi,Amazon Customer,Wippingstone T.,Nareshkumar kangula,j.shahulhameed,martin stanly,shekha p,Paavanaarun"
"AEBHZQJ4R2TZ57GOCSTMIP53F4JQ,AHSESHUAGEFQ62M3KYV3EK5K77FQ,AFB3MTOE4VW2XO6RTJGIWJYH5OBQ,AF7CJCAKRIAY4BVN77BTSZYXXIZA,AHW6UBYJXSPOMQVGP74VQ74BO55Q,AGIAEJN4RPI6Z5ABV733VJMBUZLA,AHUELVJPFM3FEIMF2DE7OTNQD5VQ,AHPVTM2FDYB3YW3MXB523JWJTLQA","Vinay,Amazon Customer,Naveenkumar Vemula,sumit,Ajay,vivek rajpooot,drravish,8309-873146"
"AEC5PUIW4OSIDDQED7WLXG2S7TOQ,AGVXOHPJT64ZRYKHIDKVJSJGK6CQ,AFQHWSQ7JR7VCM4SWXXIOB4V3VDA,AFXWZKJCBIHCQFOR2RFYUE7UQDSA,AGD7VGYGPRKMQY3XXC4U3XIDF5CQ,AH23AKG5YNJYJ4Y6OYI5H6UBQMLQ,AGKNJPIVMVEHKL6ZFBAQ3CTFZ2KQ,AFR7B35PQ2DLHGMFBSCRIUUVLRWQ","Dharminder Singh Singha,Gnana Prasad Gopathi,arun kumar,Hariram,Santosh,vinayak,apparao saripilli,Neha Chaudhary"
"AFZBEV4BOWGRSEH2PK7D65ZW66PA,AFXQ3YGENWMRX36NXEBSR2ROPG5Q,AHD5PGE5RBBE2T3G427T32V7OROA,AELM6ILLTWBSXJXOKMNA2GM3DTKQ,AFXYY4Z4QM34XOLVVYKZSNZGBBBA,AFHZLQ2Q3GSCQCWMF4N66DXXVJCQ,AF62LB4BMTMNZXCHTSXSEKCXZFLQ,AE5KLF5JEOL4PMUGKERILYLPDSNA","Naresh Patel,Bhaskar Reddy,Vipin Thakur,Ramdas  Tryambak  shewale,Aijaz Ahmed,ankesh verma,Rakesh kumar,Devraj Nayak"
"AHDJJLKORMH72SSEBWOVAKE66EHA,AHEONKS6KOZ4SIOZNOLYFGQBXU4A,AEUPILALWUFFD34CNWRYX4PFQKSA,AEKWBYGLEXUNRAJKVPO6HMF52W7A,AETM4APJU6TQILR5HKP3CSPYQL5A,AFOGCVLE7W7ZM5OW3XW7JXCNSIVA,AFLFHQMJXDKP4FNRZVNDLBCI7ULA,AGLH5KPYCT4MGPQ34MNWKLR6NXEA","𝕵𝖆𝖙𝖎𝖓 𝕮𝖍𝖆𝖉𝖍𝖆,palpandia153,Arvind,Nithyadhakshina,Basha_Neerati,shaker,Amazon Customer,D Ravi"
"AEXK37TSBFHSP2TYE63YPKETWQ7Q,AEKMVX2VDNNX4ZFXI67SGKMJGZAQ,AFEIIEKX6JEHS3CPGCSIYLGCNKFA,AFDYUQAM7Y56P4R5CREI5OBPHSLA,AGEPZSRFODWZ4XUTXO2HNWLJIMJA,AH25HG24NISHLQPFOZA77WS5CUFQ,AFZ7US7H622UBLYL4ZX2XEHT7FHQ,AFDDH5QGUJ2NHJZBIAPEQVUIQCKA","Sunil Funde,Biju Abraham Thomas,Samir,Rahul Sharma,Avninder Singh,Tribhuvan more,N Patel,Bhavy kachhadiya"
"AHFENRYJG4LPXDTUGEMG335VICSQ,AGSV37DJ5QTUYOXFJNPD4W7GXVFA,AGDEVIAYABTMIJLTYWTUS5M5VBTA,AFKDGUQ5TMGT3PXBDHAWPRE5CACQ,AHWENSYYF2QDH3EX4REMVGBEMMLQ,AGJOGZAGBMX7PBCUAILD2YIM5MAA,AF5EHUH4GWB7JZ3PZ53Z2DOYK5WQ,AHHT4VWMFYSASNW6RH2Q65C6YNDA","Nadhiyarasan,Saurabh Aggarwal,Dibya,Sai Sriya,Sayed,Bhupendra Verma,Yash suhagiya,Manuj Patel"
"AGMJ6TDLOVZIR5ZU65TLJFSLG2BQ,AGPK7U5SHXBYBXEWBTRCIAZSB6LQ,AHXYETFF4XMSAI4VAHP24XL5SSTA,AGMUJCTMBNQBOGHL6UPSSF4KSNUA,AGEUQD256CS42A6PDKDB75VZRADA,AHGA46UDDADBRAB5FOHX6XY2DBVQ,AHUVYZMQ6PWI54UXP7SLLS4ZU46A,AHVS66CFEP5AXDC35N4ME4SU4X5Q","SQL,ARUN KUMAR,veer,Ravi shankar,Shivam Kumar,ramesh,Bibin,Hem Roy"
"AEC4ANXPPWN4RV5YG4JXEVPUXTHA,AGDQOOPS6XJBBWHH34E4NJJUCN6Q,AE7QAFZ3XNWF3O4BK4WIGFB3JGIQ,AFVQ5YGAAENELAHUFPH2MAVYIWTQ,AHTWP7R2AL6U4QIX73CNJ7Y7BBDQ,AEHQERYQKTKY5OMTF5KOWEIVCSQA,AGHYPI3NVH2LTDBF4N7QXV5CQEVA,AHCA5SEFUQQWPNVIGU2QCAWNMDKA","Vivek Ramachandran,Pavan,Rahul,Push,Yuthika Losalka,Biswas Enterprises,Akash maurya,Prem"
"AGACKHUULXIV2SLNKKA6GWQOP7JQ,AHX6DQRYIJWTTXZ22B35O624OAYQ,AEH6JRDO3GFF5AKVH7SZUP2UPNZA,AH4UFMXJR52M6C4NX7QU4XASBENQ,AFVGMSHRL5NQJERZVEKY4JTQ26VQ,AEQH7UPNWWVMWQAZ2TKCXLZNLVLA,AF2IITAFGAYGRB5HXE2INA4YXL5Q,AEXRM3SMHD5HJC5BMNDNQSEMGLYA","KIRAN BABU BIREDDI,gaurav kumar,srinivasa reddy t,Ram Allways,uday ghatak,M Daniel John,Amazon Customer,Amazon Customer"
"AFOYOG3YKIOLPTLR3RZNRGUHHEAQ,AENFRNJLSQPJICHCPKWOMUBY6RZQ,AGFJSRWCBODKCJT6UZRNZJGS7REA,AGEJSKUSIVTSJWJU7VP34MUN2TAQ,AG4MIJFPUX7ACHTA37OTFR2POWAQ,AGKBVK7XMXHCSEHT2ENTPCTVRBIA,AGGNPDA4Y5XGITWNNOOODFOYXUDA,AEUAAKEA5FFOZ66HNIUQI3OJQDQA","Mohseen Qureshi,Karan,Pranav Anand,Muthukumar,Banda Srinivas,ONam,Sudhakar P,Ben"
"AGDR4WFX53YFXTBXAHC65MMBDERA,AFOEBFZC6LMNNTBEC22LCUGEO5QA,AGDWLF5AV4ORJG6IXPD65BSQ4WHQ,AERP2HDU5NDVDVWH2VDXZY3ITHRQ,AFLUBMW56L2YZFC7R3RZVLC7YGAA,AEVQ23BWUEEHRN4SPRKHA57N6SOQ,AGYFSXQSHFHYAB4GM2SRCFCQBFQA,AFYFP2TSUS4LLHR6CY5NJQZZIG7Q","mohamednathar,Amazon Customer,Ashwini Kansal,Gopala Krishna Reddy,Doctor eye,Anierrudh S,gaurav chikhale,Sandeep Kaushik"
"AH5JH2QLZDYXTHIDXBBLTDHQUALA,AGY6OOO6NIXEY5CJIHB4LUUUQJLQ,AHCJ2GWM5V4XDOBLR4UU2RV4ERKA,AFBURR5C3CR7XL4WPXXV5ZEDDZPA,AFWFYPM37ORBVNKGLW4EETQML7TQ,AHFT6MCOAFZXAUNCYQYPBI7YYF4A,AHA2QGFQYDUQ57OW7ATIM3QVTIIA,AFI5YRB4PKR26ECAXNTMOWMXMEQA","kishore movva,Nithya,Balaji BG,M Shafi Bhat,pooja,Showkat,Anuj,Royal"
"AHQC27SWWMUOTO3W7NGIG7KPX2AQ,AH3ZNJWSAOEWIBD3NFLGHZZOOMIQ,AFAFMRV4L35642NQMP3WELYPQ6ZQ,AG6GKJFYOVO2OJCRV73FBUIBAJLQ,AEWU6OTDLIVY6F2UAY2UYYQSGOPQ,AFOPBEQ5YUOBWJ7TBDFITQFZSN3Q,AETRLRK4QNNUXN3RRQ7BWMBAFXCA,AFXO2ER7GFIH4WDPPZX6LRZX3X7Q","MOINUL H.,Jayendra Pai,Avinash kumar,Sreekanth,Piojeet,simam.mular,Sagar,Saumik Shashwat"
"AFKENW6K3CFMTD3EGXQCUGK5XWWA,AHW52L6QGPO7TTN7LC3B5JVJNRDQ,AGDOSBSPQWBNRA3G4IV3YWOVIOXQ,AFOTDDBZZITX2HTAZ7HBQ3I4BZYA,AEEXKG5AG3K2ZV5EDWTS44RP245Q,AGHPERSZ5ZUKU6VDRTYPQ3IOGQUQ,AHY6R6FREC2FHKQYBVIBR3XJKPVA,AFCKW7CNBDUGWITOVBVJGAQYTW6A","Kiran Kolla,Vishal gupta,Pranav,JS,Palak dadhich,8360101472,Pravin,Rahul M."
"AHDC2HUUNEL6GRJRX5TTOVKITONQ,AEBMIYML42WN2LWWZ4VIYP6IYPJA,AGMWSX5A6BMRWUFEIC4KPWXAJ4YQ,AGIBHP2JIWGT67DQJYQTYMAXKTQA,AE53NI5ENHBJCJOCII2GH6FLUOUA,AFI7P52BGRV2NZVRGTJLLCBGJC6Q,AHJ7V4RXBRFQB2OARDFFSNWHNIRQ,AGKCX7P476LO5R2Q3HYVXO2BCSFQ","parvinder singh,Rishikesh Gharge,Mattathil,Chettan,Gautam Chawla,T George,Manindra,Sunil Rawat"
"AGD3F3J523RVZPEJGZE7WPFJXONA,AFAKUEWJWYAKREBPXLV2MNKZXMLA,AGM4RYZ46NPKH7I2SDZXAUHSB52A,AHNAIWL3HMBBFWPLJWSHF5XIGJLQ,AELBEUEZY4ZDRRUYDKANK4BUZOHQ,AEVI32AU5HIKNCR3VPGFHSFDOL2Q,AH2YUV5UZMGORXEBW3SJV4N3V2FQ,AHUJ3IACIKHRFAYWD3TAKH3SXKZA","Ananya S.,Anirban Pramanick,Aashuthosh,Savita,Amazon Customer,RAJ,Avinash singh,pooja"
"AGHKFSJFKP7E3JJOXV3C6UPGZKQA,AFAZO5BDXQFTNM5IUP2X6F5XIIVQ,AFAZO3VRRBIL6DP5UI4B2UDILGRQ,AEBEUDL2VRUKJQ3R52K2SQR5JHJQ,AEYPXWWAKKOQEX2Z6HKEVFCYZ4EA,AHMURR4YBS77BA3QJ43PBIRDLLSA,AFAH6ZDWWYSXCWPETRIORFGRILAA,AGRSOPDTA7U5B4WO5BHUCRZI5KRQ","Pritam Roy,AdyZon,pradeep4uall,purnendu shekhar,Arun,elisha,Shreesha Mokhashi,Viswa Teja"
"AGKNFVSMZCSEFHPASWFBOIYKRZJA,AERBQW23ELEQZRWXWOW5EFQ2AA7Q,AE6T7WGZSJSYC6C44JF6AJLJDOCA,AFAI5BPCMNB5QLJ2T5WCKGA5U2DQ,AGFEJBFF3L7ZFO3MWAWARDIZZ4QA,AFGPABA7HWGCWXXWZV5QOIOZY77A,AHYITN5O5VRJ4GJVYGJW3W6TRM2A,AG67C3ZJMVIGQPZOJS5PISM3QF6A","Pratik,Amazon Customer,Abhishek,Derrick Angelsz,Prakhar gupta,Harshal Mehta,Bhanu Vardhan,Rajesh"
"AHL2CPZ63TFC3VB3RUVZVPFC2YZA,AG6X53SP2LB733ON4RXI3T7Y354A,AGR6UE4GCJKWO64UOIRUNFUGTL7A,AEIDO6I6DOUJAKJX6VR6C2PC6ETQ,AGI2Y5SCA6G6LPHLNAJOLCNAMEJQ,AFRCI27IITJW4I7XDL5GNZUQPZTQ,AHVKJVDTF5KCHA5NBPFC7QJAMHJQ,AEAOO4M764H7IQUU3CTHRMQBB4SQ","sameer Dubey,virender,Amazon Customer,Jay,Siddharth,Kaveri Pramod,Ravinder yadav,RAKESH SWAIN"
"AEIFMHDK4ETHLYWSV6TUFNSJU4MQ,AE7BNHD6PZQQD7K3OKFEPFHTISSA,AHPZFIJWLON23LU5RFVBJO4BNM7Q,AEV2GXFIZ3KD7EEKOE5URJQD6IFQ,AGOKXS4TP2M6LTNG5HAEMLCKI2IA,AF5KJPHP55XSZUUXSC5OJUBJ5RVA,AF4TCPZK5Q3JFGYV4MBARJLS54PQ,AH6AGSQLLH54UPSZGMXTOGESIEBQ","AkashP.,Hrishikesh, pune,ROHIT RANJAN ROUT,Sarika Roy,vijay,Dnyanoba Phad,Amazon Customer,Prakash Waghchaure"
"AHY6AK5LXBTGXDDXSU57ISMDW55Q,AGULFHMPCHCL32WCIP4GEGWFVZEQ,AFVZXMXYRXVM3VBDLGX45W34GQ4Q,AFT4N4FD4G7EYIOZIYP6KBRGU66A","UtdBuzz,Mukund Nagvenkar,S.R K.,Pruthvi Raj Goud"
"AFCMYWUZMOK6KHPFLL4DTRV2KHWA,AEF55HUCR2L3DMBXVV4SGD55JKIQ,AGOYWHMRBO7PSZ7ZPV3UH243H6AA,AHJFTFOH2F6NXLGSEFSVCLQQLTZA,AG3TB7ROWWPT3OD5SN5ZVSBYZ2NA,AH5MDQC5CNEJHNNNCBFSXIDCO6RQ,AEU4DZ5TUTNBTJHIYUDYHWXTSNSQ,AEVV7FGCQH4N4HDNGHICKQHTMMRA","Ankit,Rishi Kapoor,Amazon Customer,Chandan Mahato,Sagar Raut,Placeholder,Tapas mitra,Jaya jadhav"
"AE4KODYP3MGRZS2JI6V7ZWVI5CHA,AEEETBDP73H6344UQ5FJSUBNR63A,AEHKKIS4WKMVCADF6Y3HMR5IRM7Q,AHQWAOSKNRUVK7GN5FZJL3UYLV2A,AFJDUYYD5BCY5PU522GYHMVIS4VQ,AFQRUDMIIMRA32Y3JBUQNWFREEUQ,AGSMSIDW4O7QLQGWYZQQMDHWGR4Q,AED3V5KQXHYOPY3IL2CUQITIZFHQ","Rishi V,Placeholder,Benoy M.,Kushagra Goyal,Kamlesh Chugh,Manjunath,Priyanka Mukherjee,Krishti jaswani"
"AG47CSNDLDSLE7BQWBCUPL4IMBZQ,AERVJSFWEB7B63J46ZBDVGL4HEPA,AH7UKBIDDPO4XM2ZIT5IFSGEAIDA,AFVUB7JIZ754R5LHBFCOBLWFL67A,AF2XIRDLVIWFTUBDJMEWJOLB76OA,AFRLBEKPIN22S4K4PBHUJ5PQPI6A,AEMQUDDYUEXPRJ2C64I33YVVSQXA,AFHNMLRH3T77DAFEJ6UUIVBTMB3A","ravi,Raju,arun,Customer reviews,Anirban M.,Shaik B.,Ajish M Thomas,sudhir"
"AGNRJFR7GTAKNDLEQNVGQMRVURVQ,AGKFJL7J7K55WKEOE2PSU5WEXEAA,AFDHJS4AKUMVMWYEP5HW33C5NQHQ,AHA46ZPX4RCAEYAPE2XW7RQES5IA,AH4LJDHSBLPNJYLQGQ53EQ6DBVZA,AFHWTIWTNOD6HUF5VGHUIVQB3VKA,AGM6RW6V2RSFD5F6ILCN44YX4Y7Q,AHIMDVA5GYWGVLVSZBG3ZFVKF5VA","Rathod Lakhan,Manas Pawar,Gerald,SHIVAM PURE,SyedShoaib Afnan,Raj,Junaid shaikh,Suresh S"
"AFYFQI7B55R5LXO2D3JPD6FBNUCA,AEE6KWTJSN7EKGJ2TWFZCA6EGWJA,AHTJBJPYGGEWZQWQT7QJT2DPN7ZQ,AG4ZEZKMSPQD52MAAXWEB2PVXJ2Q,AGLKEDKY645GZ33OFGXHPWWFLXOA,AHOTORDSGF2IWSGTMZVAX56B77IQ,AFSEUS2I77MEWPOCPW77EOU6Y62A,AF6SQCFVW3FHWWPMLKQXFO5N2SJQ","Anand Tiwari,Dr Emes Malsawma,Nishant k.,Amazon Customer,Divyang Jhala,SeeCot,Amos,Dr Rose Khan"
"AEZDBVRL3E3S2Q2C7LEY3TTQVVFA,AGASCT5TE6VHAHRFTOBANIS3CEIA,AFHGWFMHIMQWZDC7MDWA55EBUZEQ,AH5QCHOEUTDOJFO6UV2CGMZU5SUQ,AH47N5DDNXGCIUMG3NVONJ6SERZA,AF6N6OWYE2EZASDJCO4BOQD7AFIA,AFET7BHXMVHWJN5AS7AR3VHLW5ZA,AFZL3ATLXN5TG5KBUMLEY2ABSMWA","PARVEJ MALLICK,Akshay B,URMaddy,Raja Babu,Satish,kapil,Krish,Capt Rohit Das"
"AH4LJDHSBLPNJYLQGQ53EQ6DBVZA,AF4BWMWZI7TTQY2YTE2HTHRB3NHQ,AGG22XY7PCKPZDT6352IVLL2H34A,AGTO2SOXJTD3K6T7WPUHCT6SUMKA,AF5CIA2LXA75JJFRVWLKGOLKZIHQ,AFVHCWF76EOX4NMKE2ZUU67CEOBQ,AGUZMT2E4HNC5VF25OWLAUF6KBGA,AE3GY55N5USCMWLS2JIO7CZFS5FQ","SyedShoaib Afnan,Deepak Gogia,stuartb4u,Ramanasai Rupanagudi Venkata,ABC Thiruvananthapuram,Aneesh Suresh,SunDeeP ChebrolU,harsh shah"
"AE2JTMRKTUOIVIZWS2WDGTMNTU4Q,AF4QXCB32VC2DVE7O3DGFNQVFFNQ,AGAFYHMPFGVPR3MOS4QAZLAWPW3A,AGNNWLEF6V57TKIFJM7SWHNFAIQQ,AFVIPOPKMOCVCX3CMXUJHMWDIMGA,AH6MFUU725GG4KA3XTALSTU2ILHA,AGQYTSKE2UBYARZYRBADQMX6BJPQ,AG7F66F724JZ2HIJQY7NOU5M5D2Q","Ganesh,P P.,anas,Dr G S Santosh,Amit Benwal,jaswant sai,Vinod Gahlot,Piyush Handa"
